Question,A,B,C,D,Correct Option,Subject,GPT-3.5,GPT-4,Eval GPT-3.5,Eval GPT-4
Anagen phase of the hair indicates:,The phase of activity and growth,The phase of transition,The phase of resting,The phase of degeneration,A,Skin,A,A,1,1
Frequency of woods lamp is -,365 nm,400 nm,320 nm,200 nm,A,Skin,A,A,1,1
In which condition mucocutaneous candidiasis is an important clinical feature?,Auto immune hypoparathyroid,Digeorge syndrome,Pseudo hypoparathyroid,Post-surgical hypoparathyroid,A,Skin,B,A,0,1
A 45-year-old obese patient presents with these lesions over her neck. What is your diagnosis?,Acanthosis nigricans,Lichen Planus,Atopic dermatitis,Contact dermatitis,A,Skin,A,A,1,1
Oculo-orogenital syndrome is a feature of,Behcet's disease,Lichen planus,SLE,Psoriasis,A,Skin,A,A,1,1
Volcano sign is seen in?,Leprosy,Leishmaniasis,Lupus vulgaris,DLE,B,Skin,C,C,0,0
Pathergy test is positive in?,Richter's disease,Behcet's disease,Ritter's disease,Erythema multiforme,B,Skin,B,B,1,1
Intercellular antibodies deposition on immunofluorescence is seen in:,Psoriasis,Pemphigus,Pemphigoid,Porphyria,B,Skin,C,B,0,1
"On back, big black patch diagnosis is -",Seborrheic melanosis,Becker nevus,Lichen planus pigmentosus,Pityriasis versicolor,B,Skin,B,B,1,1
Condyloma acuminatum is caused by,HPV,CMV,LGV,HBV,A,Skin,A,A,1,1
A 16-year-old patient was recently diagnosed with HIV. Which of the following could be associated?,Distal onychomycosis,Proximal subungual onychomycosis,White superficial onychomycosis,Paronychia with Candida onychomycosis,B,Skin,A,B,0,1
Which layer of epidermis is underdeveloped in pre-term baby?,Stratum germinativum,Stratum granulosum,Stratum lucidum,Stratum corneum,D,Skin,A,D,0,1
Drug of choice for dermatitis herpetiformis:,Dapsone,Rifampicin,Ketokonazole,Azithromycin,A,Skin,A,A,1,1
Acrodermatitis enteropathica is due to deficiency of:,Iron,Copper,Zinc,Magnesium,C,Skin,C,C,1,1
Coral-red fluorescence with Wood's light strongly suggests the diagnosis of?,Ash leaf macules,Acanthosis nigricans,Erysipeloid,Erythrasma,D,Skin,D,D,1,1
Auspitz sign is seen in -,Plaque psoriasis,Lichen planus,Pustular psoriasis,Icthyosis,A,Skin,A,A,1,1
"A 40 year old farmer with a history of recurrent attacks of porphyria complains of itching when exposes to the sun and maculopapular rash on sun exposed areas, his symptoms are exaggerated in the summer. The diagnosis is :",Seborrheic dermatitis,Contact dermatitis,Psoriasis,Porphyria cutanea tarda,D,Skin,D,D,1,1
Epidermal Melanin unit is?,26 keratinocytes : 1 melanocyte,36 keratinocytes : 2 melanocytes,16 keratinocytes : 1 melanocytes,36 keratinocytes : 1 melanocyte,D,Skin,C,A,0,0
"A 27-year-old male had burning micturition and urethral discharge. After 4 weeks he developed joint pains involving the knees and ankles, redness of the eye and skin lesion. The most probable clinical diagnosis is:",Psoriasis vulgaris,Reiter's syndrome,Behcet's syndrome,Sarcoidosis,B,Skin,B,B,1,1
"A child aged 8 months presented with itchy, exudative lesions on the face, palms and soles. The siblings also have similar complaints. Which among the following represents the Management of Choice?",Systemic ampicillin,Topical permethrin,Systemic prednisolone,Topical betamethasone,B,Skin,B,B,1,1
Annular herald patch is seen in:,Psoriasis,Nocardiasis,P. alba,P. rosea,D,Skin,D,D,1,1
Which of the following is not a part of P. versicolor treatment -,Selenium sulfide,Ketoconazole,Griseofulvin,Clotrimazole,C,Skin,C,A,1,0
A middle aged female has flaccid bullae in the skin and oral erosion. Histopathology shows intraepidermalacantholoytic blisters. The most likely diagnosis is:,Bullous pemphigoid,Paraneoplastic pemphigus,Dermatitis herpetiformis,Pemphigus vulgaris,D,Skin,D,D,1,1
Ritter's disease is caused by:,S. aureus,S. epidermidis,S. albus,S. saprophyticus,A,Skin,A,A,1,1
Treatment of choice for mycosis fungoides in tumor stage is?,PUVA therapy,Chemotherapy,Electron beam therapy,Topical corticosteroids,B,Skin,C,C,0,0
The given condition is caused due to deficiency of which of the following?,Niacin,Iron,Zinc,Selenium,C,Skin,A,,0,0
The following skin condition is associated with:,Diabetes,Hypothyroidism,Hyperthyroidism,Sarcoidosis,A,Skin,A,,1,0
"A 50-year-old woman develops pink macules and papules on her hands and forearms in association with a sore throat. The lesions are targetlike, with the centers a dusky violet. A diagnosis of erythema multiforme is made. The most important information obtained from this patient's history is",The patient has been using tampons,The patient is taking phenytoin,The patient has never had measles,No other family members have a sore throat,B,Skin,B,B,1,1
Which of the following tests is used in the diagnosis of Tinea faciei?,Gram's stain,KOH mount,Tissue smear,Wood's lamp,B,Skin,B,B,1,1
Parakeratosis is:,Absence of nucleus in stratum corneum,Persistence of nucleus in stratum corneum,Thickening of corneum layer,Thickening of prickle cell layer,B,Skin,B,B,1,1
A 5 year old child presents with itchy excoriated papules and elevated Ig E levels. Most probable diagnosis is?,Scabies,Seborrhic dermatitis,Atopic dermatitis,Urticaria,C,Skin,A,A,0,0
Sago grain like vesicular eruption is seen in-,Pompholyx,Seborrhoeic dermatitis,Atopic dermatitis,Syphilis,A,Skin,A,A,1,1
"A 6-year-old child presents with lesions on face, covered with honey colored crusts. Pruritus is present. The possible cause can be:",Impetigo,Herpes,Chickenpox,Molluscum contagiosum,A,Skin,A,A,1,1
Apple jelly nodules are seen in -,Syphilis,Scleroma,Lupusvulgaris,Leprosy,C,Skin,C,C,1,1
Podophyllum resin is indicated in the treatment of:,Psoriasis.,Pemphigus.,Condyloma acuminata.,Condylomata lata.,C,Skin,C,C,1,1
Gluten-free diet is useful in management of,Dermatitis herpetiformis,Erythema multiforme,Epidermolysis bullosa acquisita,Toxic epidermal necrolysis (TEN),A,Skin,A,A,1,1
Hair infection with scutula formation is seen in case of-,Tenia capitis,Jock itch,Tenia glabrosa,Tenia barbae,A,Skin,A,A,1,1
"Mother presents with pearly white lesions on forehead. She lives with her 2-year-old daughter, also having similar lesions. What can be the causative agent?",Poxvirus,HSV,HPV,VZV,A,Skin,A,A,1,1
Principal cell of epidermis:,Melanocytes,Langerhan cell,Keratinocytes,Merkel cell,C,Skin,C,C,1,1
"A 24-year-old male presented with following lesion on his genitalia, following intercourse with multiple sexual partners, and multiple times. Which human papilloma virus is the causative agent?","HPV 6, 11","HPV 16, 18","HPV 31, 33","HPV 35, 45",A,Skin,B,A,0,1
Which of the following is the causative organism of Verruca vulgaris:,CMV,Human immunodeficiency virus,Human papilloma virus,Ebstein barr virus .,C,Skin,C,C,1,1
A 17-year-old male was to be started with Oral Isotretinoin. What parameter should be measured before instituting therapy?,Liver function test and serum electroytes,LFT and lipid profile,Serum electrolytes and lipid profile,Platelet counts,B,Skin,B,B,1,1
Fungus causing hair skin and nail infection is?,T. rubrum,E. floculossum,M. Canis,M. Ayouni,A,Skin,A,A,1,1
Green color at bruise site is due to:,Hemotidin,Bilirubin,Hemosiderin,Biliverdin,D,Skin,B,B,0,0
Plaques with silvery scales over back are a characteristic feature of lesion of?,Lichen planus,Psoriasis,Pemphigus,Leprosy,B,Skin,B,B,1,1
"In Pemphigus vulgaris, tzank smear shows -",Acantholytic cells,Macrophages,fibroblasts,Neutrophils,A,Skin,A,A,1,1
Desmoglein is an Autoantigen in,Pemphigus,Eczema,Sarcoidosis,Vitiligo,A,Skin,A,A,1,1
The blister pack used in MDT of leprosy Is shown in PLATE. Which drug is not supplied in it?,Rifampacin,Clofazamine,Dapsone,Minocycline,D,Skin,A,D,0,1
"On membrane removal of a lesion, Sign (Arrows) seen in Psoriasis",Gottroris sign,Darier's sign,Auspitzsign,Crowe's sign,C,Skin,A,A,0,0
A young lady presents with white lacy lesions in oral cavity and her proximal nail fold has extended onto the nail bed. What is the likely diagnosis?,Psoriasis,Geographic tongue,Lichen planus,Candidiasis,C,Skin,C,C,1,1
Bacillary angiomatosis is caused by:,B. henselae,B. pertussis,R. Conorii,A. action mycetemcomitans,A,Skin,A,A,1,1
Which among the following organisms causes Buruli ulcer?,M. Marinum,M. Ulcerans,M. kansasii,M. Smegmatis,B,Skin,B,B,1,1
"A young boy presented to OPD with multiple shiny pinhead size white papules over dorsum of head, forearm and penis. What would be the diagnosis?",Lichen planus,Lichen nitidus,Scabies,MC,B,Skin,B,B,1,1
Most common pattern of onychomycosis is?,Distal and lateral subungual,Proximal subungual,White superficial,Total dystrophic,A,Skin,A,A,1,1
Gottron papules is seen in -,Dermatomyositis,Scleroderma,Sarcoidosis,Behcets syndrome,A,Skin,A,A,1,1
Toxic epidermal necrolysis (TEN) involves body surface area -,< 10%,10-20%,20-30%,> 30%,D,Skin,D,D,1,1
Acantholytic cells in blister cavity -,Pemphigus,Bullous pemphigoid,Epidermolysisbullosa,Dermatitis herpetiformis,A,Skin,A,A,1,1
Genital elephantiasis is caused by-,Herpes genitalis,LGV,Gonorrhea,Syphilis,B,Skin,B,,1,0
A Young boy presents with multiple flaccid bullous lesions over trunk with some oral mucosal lesions. Most likely finding on immunofluorescence study of the biopsy specimen would be:,'Fishnet' IgG deposits in epidermis,Linear IgG in Deposits,Linear IgA in dermal papillae,Granular IgA in reticular dermis,A,Skin,A,A,1,1
Kerion is seen in :,Pityriasis,Dermatophytosis,Candidiasis,Trichomoniasis,B,Skin,B,B,1,1
Only definitive indication of systemic steroids in psoriasis is?,Pustular psoriasis,Pregnancy associated pustular psoriasis,Chronic plaque psoriasis,Erythroderma,B,Skin,C,A,0,0
What is the management for the given case?,Vitamin supplements,Antifungals treatment for oral candidiasis,Stop smoking and screen for carcinoma,Dapsone plus steroids,B,Skin,A,,0,0
Skin is not involved in -,Erythropoietic porphyria,Porphyria cutanea torda,Acute intermittent porphyria,Hereditary coproporphyria,C,Skin,A,A,0,0
Von zumbusch disease is?,Pustular psoriasis,Plaque psoriasis,Psoriatic erythroderma,Psoriatic arthritis,A,Skin,A,A,1,1
Exclamation mark hairs are seen in:,Syphilis,Alopecia areata,Psoriasis,Dermatophytosis,B,Skin,A,A,0,0
The optimum floor space recommended for a adult person in a house is,70 to 90 sq.ft,101 to 150 sq.ft,151 to 200 sq.ft,201 to 250 sq.ft,A,Social & Preventive Medicine,B,B,0,0
Height in centimeters by cube root of body weight is also known as?,Quetlet index,Broca index,Ponderal's Index,Corpulence index,C,Social & Preventive Medicine,C,C,1,1
A 7 month child presented with chest indrawing with no danger sign is seen the respiratory rate is 65 is classified as,Very severe pneumonia,Severe pneumonia,Pneumonia,Moderate pneumonia,B,Social & Preventive Medicine,C,C,0,0
Richest source of Vitamin D is -,Milk,Egg,Green leafy ve getables,Fish oil,D,Social & Preventive Medicine,D,D,1,1
The sputum examination under DTP is done when the patient present with -,Cough of 1-2 weeks duration,Persistent cough of 1-2 weeks duration,Hemoptysis,Chest pain,C,Social & Preventive Medicine,C,B,1,0
Scrub typhus is caused by which of the following Vector,Mite,Louse,Tick,Flea,A,Social & Preventive Medicine,A,A,1,1
CBNAAT is,Category Based Nucleic Acid Amplification Test,Case Based Nucleic Acid Amplification Test,Clinical Based Nucleic Acid Amplification Test,Caridge Based Nucleic Acid Amplification Test,D,Social & Preventive Medicine,A,A,0,0
Phase 3 is,High Stationary Stage,Late expanding stage,Low Stationary stage,Early expanding stage,B,Social & Preventive Medicine,B,B,1,1
SARS most common in -,Coal miners,School kids,Pregnancy,Health care workers,D,Social & Preventive Medicine,D,D,1,1
NRHM involves,VHG,ASHA,ANM,HWM,B,Social & Preventive Medicine,A,A,0,0
"Using a new technique, Hb was estimated in a blood sample. The test was repeated for 10 times. The repos were: 9.5, 9.2, 9.4, 9.6, 9.7, 9.9, 10.2, 10.3, 10.5 and 12.1. Accurate value of Hb was estimated by standard tests to be 10.2. The new technique has:",High validity and high reliability,Low validity and low reliability,High validity and low reliability,Low validity and high reliability,B,Social & Preventive Medicine,D,A,0,0
World Breast feeding week is observed during,2 nd week of August,1 st week of June,1st week of August,Last week of April,C,Social & Preventive Medicine,A,A,0,0
New RNTCP software online to monitor TB control program is:-,NIKSHAY,NISCHAY,e-DOTS,NIRBHAI,A,Social & Preventive Medicine,A,A,1,1
Which of the following is the contribution of Germany to public health?,Socialization,Pasteurization,"Development of baths, sewers, aqueducts for sanitation",Instituting compulsory sickness insurance,D,Social & Preventive Medicine,D,D,1,1
"On a screening test, negative result is seen in 50% of non- diseased population and positive result in 10% healthy population. Calculate specificity:",0.5,0.6,0.83,0.9,C,Social & Preventive Medicine,C,D,1,0
Residual chlorine required for normal supply water system:,0.5 mg/1,1 mg/1,0.1 mg/1,2.5 mg/1,A,Social & Preventive Medicine,A,A,1,1
Disease rate is,Risk of susceptibility,Prevalence rate,Time period in a calendar year,Disease occurrence in a specified time period,D,Social & Preventive Medicine,B,D,0,1
The cancerogenic chemical that has a very long latent period is -,Benzopyrine,Vinyl chloride,Asbestos,Estrogens,C,Social & Preventive Medicine,A,A,0,0
Low prevalence and high incidence is seen in?,Highly fatal disease,Easily curable disease,Highly infectious low moality disease,Chronic disease,A,Social & Preventive Medicine,A,A,1,1
The lack of ability of an individual to do his routine activity is -,Disease,Impairement,Disability,Handicap,C,Social & Preventive Medicine,C,C,1,1
"While managing a mass disaster, the term ""Triage"" applies to -","It is the principle of ""first come, first treated""","It is the classification of the injured on the basis of severity of injuries, with the concept of treating the most seriously injured first","It is the classification of the injured on the basis of severity of injuries, with the concept of treating the children and adoslecents first","It is the classification of the injured on the basis of severity of injuries, with the concept of treating those first who are likely to survive with medical intervention",D,Social & Preventive Medicine,B,D,0,1
In a population of 200 people with normal distribution. How many people would be included in 1 SD ?,136,140,150,190,A,Social & Preventive Medicine,A,A,1,1
Pasteurization is _________________ disinfection-,Precurrent,Concurrent,Preconcurrent,Terminal,A,Social & Preventive Medicine,C,A,0,1
Maternal antibodies do not occur for-,Polio,Diphtheria,Whooping cough,Tetanus,C,Social & Preventive Medicine,A,A,0,0
Active method to detect undiagnosed cases in apparently healthy people is -,Case finding,Surveillance,Screening,Monitoring,C,Social & Preventive Medicine,C,C,1,1
Most common causes of perinatal moality?,Bih injury,Intra uterine infection,Bih asphyxia,LBW,C,Social & Preventive Medicine,B,B,0,0
The glycemic index for glucose is:,0.5,1,1.5,2,B,Social & Preventive Medicine,B,B,1,1
Diagnostic power of the test is reflected by,Sensitivity,Specificity,Predictive value,Population Attributable risk,C,Social & Preventive Medicine,A,A,0,0
Significance of difference between two proportions is best studied by:,'t' test,Chi square test,ANOVA,Regression coefficient,B,Social & Preventive Medicine,B,B,1,1
Which one of the following is not consistent with Aedes aegypti's life cycle -,Breeds aificial collection of water,Eggs are boat shaped,Larva has siphon tube,Wings unspotted in the adult,B,Social & Preventive Medicine,D,D,0,0
